               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.054598,            0.026514,            0.001468,             0.92651,             0.71466,             0.84807,             0.37349,            0.038912,            0.010523,          0.00073983,           0.0032439,           0.0032439,            0.039344
                 160,            0.054089,            0.026674,           0.0014604,              0.8194,             0.79163,              0.8477,             0.36304,            0.041836,            0.010618,          0.00071591,            0.003234,            0.003234,            0.038934
                 161,            0.053935,             0.02543,           0.0016472,              0.8723,             0.72388,             0.83482,             0.37723,            0.038304,            0.010738,           0.0018458,           0.0032239,           0.0032239,            0.038524
                 162,            0.052791,            0.024602,           0.0014887,             0.79892,              0.7237,             0.79235,             0.34652,            0.039621,            0.014895,           0.0020963,           0.0032133,           0.0032133,            0.038113
                 163,            0.051338,            0.025136,            0.001192,             0.81468,             0.78576,             0.84077,             0.37163,            0.040424,             0.01087,           0.0013014,           0.0032025,           0.0032025,            0.037702
                 164,            0.054192,            0.025849,            0.001047,             0.87342,              0.7831,              0.8675,             0.39444,            0.037622,            0.010641,          0.00096209,           0.0031913,           0.0031913,            0.037291
                 165,            0.050587,            0.025052,           0.0012751,             0.80024,             0.78942,              0.8188,             0.38641,            0.037358,            0.010835,           0.0012837,           0.0031798,           0.0031798,             0.03688
                 166,            0.047905,            0.025836,           0.0017173,             0.87671,             0.75015,             0.84282,             0.37191,            0.040279,            0.010612,           0.0012302,           0.0031679,           0.0031679,            0.036468
                 167,             0.05175,            0.026338,           0.0015928,             0.90031,             0.78178,             0.86383,             0.38255,            0.039548,             0.01069,          0.00092501,           0.0031558,           0.0031558,            0.036056
                 168,            0.053609,            0.025126,            0.001221,             0.82103,             0.77875,               0.826,             0.36398,            0.040235,            0.010629,          0.00047055,           0.0031433,           0.0031433,            0.035643
                 169,            0.052137,            0.022133,           0.0014749,             0.86407,             0.77754,             0.85105,             0.36698,            0.038936,            0.010842,          0.00056761,           0.0031306,           0.0031306,            0.035231
                 170,            0.051338,             0.02586,           0.0012521,             0.84911,             0.79391,             0.85908,             0.36712,             0.03933,            0.010876,          0.00065609,           0.0031175,           0.0031175,            0.034817
                 171,            0.049021,             0.02426,           0.0010397,             0.77365,             0.78293,             0.81623,             0.35483,            0.041619,            0.011282,           0.0010628,           0.0031041,           0.0031041,            0.034404
                 172,            0.047619,            0.023857,           0.0011631,             0.81716,             0.79005,             0.83021,             0.38709,             0.03722,            0.010875,           0.0013062,           0.0030904,           0.0030904,             0.03399
                 173,            0.048605,            0.023868,           0.0016432,             0.81079,             0.79619,             0.84398,             0.38364,            0.037536,            0.010867,           0.0013708,           0.0030765,           0.0030765,            0.033576
                 174,            0.051186,             0.02664,           0.0015337,             0.82336,             0.77283,             0.82613,             0.36992,            0.038453,            0.010695,          0.00079201,           0.0030622,           0.0030622,            0.033162
                 175,            0.049163,            0.025523,           0.0011301,             0.83105,             0.81486,             0.84894,             0.36498,            0.038673,             0.01068,          0.00093099,           0.0030477,           0.0030477,            0.032748
                 176,            0.050528,            0.028138,           0.0011838,             0.79726,              0.7842,               0.823,              0.3814,            0.039359,            0.010601,          0.00073809,           0.0030329,           0.0030329,            0.032333
                 177,              0.0497,            0.024845,           0.0010979,             0.84888,              0.7835,             0.84958,             0.37719,            0.038476,            0.010517,          0.00078963,           0.0030179,           0.0030179,            0.031918
                 178,            0.047896,            0.023711,           0.0010257,             0.87139,             0.75916,             0.85577,             0.39482,            0.039446,            0.010597,          0.00072166,           0.0030025,           0.0030025,            0.031503
                 179,            0.046457,             0.02447,           0.0015537,             0.85532,             0.77363,              0.8487,             0.39855,            0.036252,            0.010709,           0.0012696,            0.002987,            0.002987,            0.031087
                 180,            0.046063,            0.023128,             0.00144,             0.87149,              0.7776,               0.851,             0.40641,            0.036321,            0.010467,           0.0011363,           0.0029711,           0.0029711,            0.030671
                 181,            0.048538,            0.026348,           0.0013379,             0.88299,             0.73151,             0.83453,             0.39454,            0.036435,            0.010846,          0.00087772,            0.002955,            0.002955,            0.030255
                 182,             0.04798,             0.02402,              0.0012,             0.89362,             0.78844,             0.86819,             0.39967,            0.036316,            0.010547,          0.00060997,           0.0029387,           0.0029387,            0.029839
                 183,            0.048138,            0.025719,           0.0011444,             0.83957,             0.80514,             0.85996,             0.41164,            0.037846,            0.010469,          0.00052843,           0.0029221,           0.0029221,            0.029422
                 184,            0.047338,             0.02569,           0.0012799,             0.85647,             0.79864,             0.85772,             0.40934,            0.037509,            0.010662,          0.00059966,           0.0029053,           0.0029053,            0.029005
                 185,            0.045915,             0.02253,           0.0011655,             0.86729,             0.80637,             0.86928,             0.40361,            0.038115,             0.01076,          0.00055666,           0.0028883,           0.0028883,            0.028588
                 186,            0.048778,            0.025181,          0.00094021,             0.89276,              0.7958,             0.87315,             0.41093,            0.036358,            0.010507,          0.00056309,            0.002871,            0.002871,            0.028171
                 187,            0.047839,            0.024216,          0.00079489,             0.90463,             0.81725,             0.87982,             0.41578,            0.036585,            0.010525,          0.00071483,           0.0028536,           0.0028536,            0.027754
                 188,            0.044493,            0.025069,           0.0011192,             0.84999,             0.82227,             0.87162,             0.41607,            0.035902,            0.010585,          0.00068667,           0.0028359,           0.0028359,            0.027336
                 189,            0.045364,             0.02727,          0.00093553,             0.85316,             0.82475,             0.86761,              0.4109,            0.035544,             0.01075,           0.0013514,            0.002818,            0.002818,            0.026918
                 190,            0.046344,            0.023325,          0.00093053,             0.88553,             0.77774,             0.86352,             0.40512,            0.036968,            0.010467,          0.00078172,              0.0028,              0.0028,              0.0265
                 191,            0.044221,            0.022257,           0.0012212,             0.88714,             0.80911,             0.87719,             0.42112,            0.036824,            0.010406,          0.00056929,           0.0027817,           0.0027817,            0.026082
                 192,            0.046102,            0.026756,          0.00094454,             0.86312,             0.80604,             0.87187,             0.41515,            0.036315,             0.01047,            0.001082,           0.0027633,           0.0027633,            0.025663
                 193,            0.044168,            0.022669,          0.00090064,             0.83991,             0.78424,              0.8458,             0.38698,            0.036751,            0.010697,          0.00075911,           0.0027446,           0.0027446,            0.025245
                 194,            0.044543,             0.02562,           0.0011364,             0.86441,             0.84077,             0.89188,             0.42565,            0.035287,            0.010343,           0.0006227,           0.0027258,           0.0027258,            0.024826
                 195,            0.046128,            0.027542,           0.0010209,             0.83684,             0.81593,             0.84623,              0.3999,            0.035635,            0.010572,           0.0007247,           0.0027069,           0.0027069,            0.024407
                 196,             0.04374,            0.023818,           0.0010084,              0.8706,             0.82233,              0.8674,             0.42152,            0.034774,            0.010451,          0.00049108,           0.0026877,           0.0026877,            0.023988
                 197,            0.044337,            0.022981,           0.0023449,             0.88289,             0.80664,             0.87757,             0.42182,             0.03538,            0.010652,          0.00087824,           0.0026685,           0.0026685,            0.023568
                 198,            0.043001,            0.024207,           0.0017285,             0.87013,             0.79191,             0.85571,             0.41528,            0.035827,            0.010759,           0.0010706,            0.002649,            0.002649,            0.023149
                 199,            0.043831,             0.02369,          0.00099159,              0.8521,             0.81291,             0.86475,             0.42171,            0.035805,            0.010423,           0.0007967,           0.0026295,           0.0026295,            0.022729
                 200,            0.043041,            0.024131,           0.0012357,             0.86178,             0.83357,             0.86921,             0.43209,            0.034539,            0.010302,          0.00081097,           0.0026097,           0.0026097,             0.02231
                 201,            0.041863,            0.027098,           0.0016359,             0.84088,              0.7702,             0.81715,             0.39511,            0.036354,            0.010755,           0.0013394,           0.0025899,           0.0025899,             0.02189
                 202,            0.043882,            0.023978,           0.0010868,             0.86598,             0.79893,             0.85754,             0.42655,            0.034736,            0.010368,           0.0011646,             0.00257,             0.00257,             0.02147
                 203,            0.045114,            0.025311,           0.0008911,             0.84154,             0.83678,             0.86537,             0.42975,            0.034864,            0.010321,          0.00059233,           0.0025499,           0.0025499,             0.02105
                 204,            0.044627,            0.024831,          0.00095732,             0.85602,             0.83344,              0.8752,             0.44292,            0.034459,            0.010181,          0.00065682,           0.0025297,           0.0025297,             0.02063
                 205,            0.044396,            0.022284,          0.00083814,             0.85235,              0.8194,             0.86915,             0.43755,            0.034733,            0.010288,          0.00070707,           0.0025094,           0.0025094,            0.020209
                 206,            0.042417,            0.024033,          0.00068716,               0.828,             0.83423,             0.86733,             0.42992,            0.034911,            0.010377,           0.0010069,           0.0024891,           0.0024891,            0.019789
                 207,            0.042523,            0.024412,          0.00083327,             0.85443,             0.84073,             0.87732,             0.44268,            0.033709,             0.01013,          0.00063801,           0.0024686,           0.0024686,            0.019369
                 208,            0.043736,            0.024868,           0.0011144,             0.86546,             0.80574,             0.86949,             0.42468,             0.03404,            0.010378,          0.00068511,            0.002448,            0.002448,            0.018948
                 209,            0.039848,            0.021294,           0.0009224,             0.86582,             0.82139,             0.87795,             0.43306,            0.034478,             0.01022,          0.00063442,           0.0024274,           0.0024274,            0.018527
                 210,            0.042016,            0.023956,           0.0010714,             0.83308,             0.81507,             0.83852,             0.40042,            0.035138,            0.010552,           0.0010071,           0.0024067,           0.0024067,            0.018107
                 211,            0.041884,            0.022682,           0.0012434,               0.866,             0.83152,             0.87714,             0.44359,            0.033781,            0.010109,          0.00094615,            0.002386,            0.002386,            0.017686
                 212,            0.037731,            0.023619,            0.001125,              0.8656,             0.80675,             0.86677,             0.43597,            0.034833,            0.010409,          0.00069377,           0.0023652,           0.0023652,            0.017265
                 213,            0.041936,             0.02602,           0.0012699,             0.88546,             0.77265,             0.86365,             0.43083,            0.035167,            0.010498,          0.00085604,           0.0023443,           0.0023443,            0.016844
                 214,            0.040917,            0.024276,          0.00085479,             0.84956,             0.84568,             0.87631,             0.43711,            0.033842,            0.010187,          0.00066548,           0.0023235,           0.0023235,            0.016423
                 215,            0.038739,            0.022662,          0.00054467,             0.86314,             0.80759,             0.86948,              0.4275,            0.034374,            0.010403,          0.00049807,           0.0023025,           0.0023025,            0.016003
                 216,            0.040538,            0.022871,           0.0011572,             0.89818,             0.83367,             0.89384,             0.45369,            0.033532,            0.010067,          0.00069379,           0.0022816,           0.0022816,            0.015582
                 217,            0.037449,            0.022592,           0.0013506,             0.87604,             0.85258,             0.89551,             0.45085,            0.033719,            0.010029,           0.0008689,           0.0022606,           0.0022606,            0.015161
                 218,            0.036459,            0.020719,          0.00095231,             0.88161,             0.83401,             0.88691,             0.45457,             0.03379,            0.010145,          0.00096865,           0.0022397,           0.0022397,             0.01474
                 219,            0.040597,            0.024989,          0.00077002,             0.87335,             0.82384,             0.86923,             0.42832,            0.034273,            0.010387,          0.00083578,           0.0022187,           0.0022187,            0.014319
                 220,             0.03905,            0.022666,          0.00090972,             0.86855,             0.83898,             0.88094,             0.44145,            0.033917,            0.010159,          0.00043356,           0.0021977,           0.0021977,            0.013898
                 221,            0.038701,            0.021966,            0.001026,             0.85911,             0.79486,             0.86221,             0.43378,            0.034233,            0.010445,          0.00053781,           0.0021767,           0.0021767,            0.013477
                 222,            0.037326,            0.022216,          0.00098041,              0.8516,             0.82739,             0.86846,             0.44233,            0.034154,            0.010174,          0.00050035,           0.0021558,           0.0021558,            0.013056
                 223,            0.037392,            0.023327,           0.0009918,             0.86499,             0.80663,             0.85703,             0.42486,            0.034874,             0.01032,          0.00093594,           0.0021349,           0.0021349,            0.012635
                 224,            0.039126,            0.022464,          0.00093447,             0.89474,             0.77725,             0.85639,             0.42437,            0.034957,            0.010428,          0.00090062,            0.002114,            0.002114,            0.012214
                 225,            0.038086,             0.02444,          0.00082938,             0.82804,             0.83973,             0.85917,             0.42882,            0.034691,              0.0104,          0.00095527,           0.0020932,           0.0020932,            0.011793
                 226,             0.03702,            0.020746,          0.00069489,             0.85206,              0.8294,             0.86757,             0.42952,            0.034408,            0.010264,          0.00055784,           0.0020724,           0.0020724,            0.011372
                 227,            0.037966,             0.02315,          0.00080604,             0.90113,             0.80325,             0.88393,             0.44391,            0.033872,            0.010136,          0.00040192,           0.0020516,           0.0020516,            0.010952
                 228,            0.037185,            0.024451,          0.00085246,             0.92128,             0.79849,             0.88437,             0.43946,             0.03386,            0.010272,          0.00050968,            0.002031,            0.002031,            0.010531
                 229,            0.036788,            0.023406,          0.00096667,             0.86798,             0.81443,             0.87309,             0.43836,            0.034683,            0.010245,           0.0005981,           0.0020104,           0.0020104,             0.01011
                 230,            0.036287,            0.020369,          0.00085798,             0.87046,             0.83246,             0.87028,             0.43984,             0.03458,            0.010286,          0.00081877,           0.0019898,           0.0019898,           0.0096898
                 231,            0.036796,            0.024418,          0.00077523,             0.87329,             0.81022,             0.87063,             0.44252,            0.034459,            0.010191,          0.00067479,           0.0019694,           0.0019694,           0.0092694
                 232,            0.036594,            0.024039,          0.00078901,              0.8575,             0.83351,             0.86916,             0.43604,            0.034838,            0.010208,          0.00071866,           0.0019491,           0.0019491,           0.0088491
                 233,            0.035648,            0.020965,          0.00093136,             0.86512,             0.81686,             0.85571,             0.42863,            0.034899,            0.010339,          0.00056522,           0.0019288,           0.0019288,           0.0084288
                 234,            0.035197,            0.023183,          0.00085437,             0.83145,              0.8243,             0.86238,             0.44139,            0.034074,            0.010421,          0.00062904,           0.0019087,           0.0019087,           0.0080087
                 235,            0.037611,            0.022693,           0.0010336,             0.87897,             0.83137,             0.87256,             0.43879,            0.033476,            0.010291,          0.00060812,           0.0018887,           0.0018887,           0.0075887
                 236,            0.037263,            0.025234,          0.00076337,             0.88044,             0.82647,             0.86584,             0.44082,            0.033374,            0.010333,          0.00070135,           0.0018688,           0.0018688,           0.0071688
                 237,            0.036004,            0.023301,          0.00092715,             0.87857,             0.84058,             0.86796,             0.44447,            0.033669,            0.010103,          0.00057801,            0.001849,            0.001849,            0.006749
                 238,            0.037073,            0.025471,           0.0010177,              0.8689,             0.83476,             0.86179,             0.42616,            0.034529,            0.010483,          0.00043189,           0.0018294,           0.0018294,           0.0063294
                 239,            0.036842,            0.023148,          0.00086369,             0.86957,             0.82979,             0.86943,             0.43148,             0.03468,            0.010233,          0.00041099,           0.0018099,           0.0018099,           0.0059099
                 240,            0.037368,            0.022971,           0.0008008,             0.85974,             0.84128,             0.87381,             0.44679,            0.033387,            0.010149,          0.00048106,           0.0017906,           0.0017906,           0.0054906
                 241,             0.03538,            0.023403,          0.00087699,              0.8604,             0.85309,             0.87482,             0.45206,            0.033185,           0.0099495,           0.0004898,           0.0017715,           0.0017715,           0.0050715
                 242,            0.034387,            0.020623,          0.00061555,             0.84809,              0.8373,              0.8619,             0.44169,            0.033864,            0.010252,          0.00079264,           0.0017525,           0.0017525,           0.0046525
                 243,            0.035649,            0.022236,          0.00090411,             0.84765,             0.80776,             0.83687,             0.42223,            0.034154,            0.010438,          0.00067509,           0.0017337,           0.0017337,           0.0042337
                 244,              0.0358,            0.020433,           0.0008303,             0.87538,             0.80961,             0.84733,             0.43555,            0.033712,            0.010466,          0.00052521,           0.0017151,           0.0017151,           0.0038151
                 245,            0.036055,            0.023653,           0.0010165,             0.88257,             0.81358,             0.86896,             0.43471,            0.033837,            0.010347,          0.00069949,           0.0016966,           0.0016966,           0.0033966
                 246,            0.035422,            0.023537,          0.00071992,             0.90051,             0.84548,              0.8944,             0.45831,            0.033692,            0.010168,          0.00048708,           0.0016784,           0.0016784,           0.0029784
                 247,            0.035155,            0.019937,          0.00087692,             0.85144,             0.83622,             0.88326,             0.44534,            0.033936,            0.010261,            0.001194,           0.0016604,           0.0016604,           0.0025604
                 248,            0.033165,            0.021515,          0.00071238,             0.87796,             0.80295,              0.8699,             0.44042,            0.034181,            0.010483,          0.00091248,           0.0016426,           0.0016426,           0.0021426
                 249,            0.033712,            0.022834,           0.0006867,             0.90776,             0.78563,             0.85985,             0.43623,            0.034148,            0.010466,          0.00054172,            0.001625,            0.001625,            0.001725
                 250,             0.03525,            0.021629,          0.00095615,             0.89849,             0.81736,             0.87988,             0.43785,            0.034114,            0.010414,          0.00055833,           0.0016029,           0.0016029,           0.0016029
                 251,            0.034482,            0.020731,          0.00074341,             0.87273,             0.82825,             0.85523,             0.43299,            0.034231,            0.010429,          0.00055743,           0.0016029,           0.0016029,           0.0016029
                 252,            0.034093,            0.021654,          0.00077679,             0.85121,             0.84422,             0.86992,             0.45071,            0.034093,            0.010328,           0.0014997,           0.0015795,           0.0015795,           0.0015795
                 253,            0.033221,            0.020477,          0.00068934,             0.82783,             0.82926,             0.84851,             0.43492,            0.034777,            0.010465,          0.00061791,           0.0015566,           0.0015566,           0.0015566
                 254,            0.034182,            0.022139,          0.00088341,             0.84549,             0.83933,             0.86202,             0.43964,            0.034196,            0.010448,          0.00052932,           0.0015341,           0.0015341,           0.0015341
                 255,            0.033988,            0.023038,          0.00071925,             0.86744,             0.81439,             0.85945,             0.43352,            0.034068,            0.010335,          0.00031737,           0.0015121,           0.0015121,           0.0015121
                 256,            0.034329,            0.020938,          0.00083205,             0.90165,             0.80398,             0.87014,              0.4422,            0.033689,            0.010119,           0.0003232,           0.0014905,           0.0014905,           0.0014905
                 257,            0.034472,            0.022891,          0.00061573,             0.86348,             0.84819,              0.8683,             0.44889,            0.033894,            0.010241,          0.00069988,           0.0014693,           0.0014693,           0.0014693
                 258,            0.034569,            0.022322,          0.00070158,             0.87789,              0.8205,              0.8592,             0.44511,            0.034408,            0.010429,          0.00043204,           0.0014486,           0.0014486,           0.0014486
                 259,            0.034335,            0.022597,          0.00097946,             0.86642,             0.83577,             0.86101,              0.4431,             0.03418,            0.010348,          0.00044581,           0.0014283,           0.0014283,           0.0014283
                 260,            0.031935,             0.02017,          0.00070856,             0.87009,             0.82928,             0.86055,             0.43482,            0.034683,            0.010401,          0.00031418,           0.0014084,           0.0014084,           0.0014084
                 261,            0.033041,            0.020832,          0.00064812,              0.8695,             0.83921,              0.8743,             0.43379,            0.033994,             0.01044,          0.00072422,            0.001389,            0.001389,            0.001389
                 262,            0.035718,            0.021094,          0.00062725,             0.86935,             0.81052,              0.8559,             0.44161,            0.033715,            0.010305,          0.00071953,           0.0013701,           0.0013701,           0.0013701
                 263,            0.032694,            0.021291,          0.00041217,             0.87364,             0.83197,             0.86207,             0.45079,            0.033413,            0.010143,          0.00047267,           0.0013516,           0.0013516,           0.0013516
                 264,            0.034663,            0.022584,          0.00061739,             0.86905,             0.81129,             0.86021,             0.45681,            0.032921,            0.010238,          0.00036869,           0.0013336,           0.0013336,           0.0013336
                 265,            0.033106,            0.022106,          0.00061795,             0.87678,             0.80925,             0.87308,             0.45314,            0.033385,            0.010505,          0.00065952,            0.001316,            0.001316,            0.001316
                 266,            0.034453,            0.021303,          0.00076556,             0.90244,             0.78973,             0.86953,             0.45272,            0.033449,             0.01049,          0.00055565,           0.0012989,           0.0012989,           0.0012989
                 267,            0.033008,            0.020565,          0.00067749,             0.88101,             0.80956,             0.86925,             0.44795,            0.033216,            0.010476,          0.00033751,           0.0012822,           0.0012822,           0.0012822
                 268,            0.033367,             0.02235,           0.0005779,             0.88888,             0.82793,             0.88472,             0.46361,            0.033009,            0.010224,          0.00041372,            0.001266,            0.001266,            0.001266
                 269,            0.033032,            0.020803,          0.00063935,              0.8539,             0.85381,             0.86829,             0.45335,            0.033017,            0.010269,          0.00038719,           0.0012503,           0.0012503,           0.0012503
                 270,            0.033855,            0.019981,          0.00099086,             0.87812,             0.83197,             0.87487,             0.45237,            0.032864,             0.01029,          0.00033346,            0.001235,            0.001235,            0.001235
                 271,            0.030915,            0.018661,          0.00062915,             0.86522,             0.83818,             0.87736,             0.45018,            0.033556,            0.010373,          0.00036344,           0.0012202,           0.0012202,           0.0012202
                 272,            0.032849,            0.022244,          0.00038067,             0.87812,             0.82488,             0.86485,             0.43925,            0.034052,            0.010475,          0.00048591,           0.0012059,           0.0012059,           0.0012059
                 273,            0.031141,            0.021062,          0.00042856,             0.88084,             0.81372,             0.86457,             0.44926,            0.034037,            0.010414,          0.00043676,           0.0011921,           0.0011921,           0.0011921
                 274,             0.03156,            0.020152,           0.0007641,             0.89108,             0.80795,             0.86517,             0.44137,            0.034302,            0.010614,          0.00039368,           0.0011787,           0.0011787,           0.0011787
                 275,            0.032743,            0.021415,          0.00054301,             0.86981,              0.8306,             0.87437,              0.4502,             0.03405,             0.01051,          0.00053405,           0.0011658,           0.0011658,           0.0011658
                 276,            0.032407,            0.023199,          0.00096084,             0.86236,             0.80558,             0.84776,             0.44536,            0.033957,            0.010461,          0.00039035,           0.0011533,           0.0011533,           0.0011533
                 277,            0.032808,            0.021238,          0.00055443,             0.87541,             0.81774,             0.86509,             0.45585,            0.033688,            0.010344,          0.00054269,           0.0011414,           0.0011414,           0.0011414
                 278,            0.031583,            0.018731,          0.00060514,             0.87163,             0.83197,             0.87272,             0.45436,            0.033347,            0.010375,          0.00037316,           0.0011299,           0.0011299,           0.0011299
                 279,            0.031767,            0.021733,          0.00064832,             0.88178,             0.82301,             0.87092,             0.45968,            0.033007,            0.010384,          0.00037577,           0.0011189,           0.0011189,           0.0011189
                 280,            0.033631,            0.021833,          0.00050067,             0.88995,             0.79342,             0.85247,             0.46031,            0.032694,            0.010602,           0.0003753,           0.0011084,           0.0011084,           0.0011084
                 281,            0.032057,            0.019939,          0.00062418,             0.89699,             0.82119,             0.87496,              0.4494,            0.033415,            0.010571,          0.00041297,           0.0010983,           0.0010983,           0.0010983
                 282,            0.032389,            0.020212,          0.00071237,             0.90574,             0.82817,             0.87098,             0.44976,            0.033387,            0.010518,           0.0004376,           0.0010888,           0.0010888,           0.0010888
                 283,            0.031925,            0.020443,          0.00063597,             0.90225,             0.83167,             0.87111,             0.44956,            0.033737,            0.010567,           0.0003949,           0.0010797,           0.0010797,           0.0010797
                 284,            0.031574,            0.019076,          0.00060486,             0.91476,             0.80835,             0.86751,             0.44593,            0.033591,            0.010615,          0.00034205,           0.0010711,           0.0010711,           0.0010711
                 285,            0.032117,             0.02276,          0.00063433,               0.874,             0.82546,             0.86836,             0.44297,            0.033526,            0.010673,          0.00026292,            0.001063,            0.001063,            0.001063
                 286,            0.030513,            0.019991,          0.00060854,             0.88375,             0.83701,             0.86852,             0.45024,            0.033568,            0.010587,          0.00038559,           0.0010554,           0.0010554,           0.0010554
                 287,            0.032068,            0.020883,           0.0005721,             0.85232,             0.82856,             0.85625,             0.44615,            0.033928,            0.010517,          0.00042391,           0.0010483,           0.0010483,           0.0010483
                 288,            0.033712,             0.02282,          0.00088518,             0.85416,             0.81236,             0.84482,             0.43929,            0.033967,            0.010587,           0.0005202,           0.0010416,           0.0010416,           0.0010416
                 289,            0.031878,            0.019043,          0.00064336,              0.8409,             0.81802,              0.8255,             0.42598,            0.034448,            0.010679,          0.00033452,           0.0010355,           0.0010355,           0.0010355
                 290,            0.031929,            0.020863,          0.00039088,             0.84293,             0.83408,             0.85741,             0.44427,            0.033858,            0.010462,          0.00026454,           0.0010298,           0.0010298,           0.0010298
                 291,            0.032855,            0.023165,          0.00069135,             0.86659,             0.82324,             0.86718,             0.44256,            0.033822,            0.010735,          0.00028602,           0.0010247,           0.0010247,           0.0010247
                 292,            0.031072,            0.020612,          0.00038461,             0.85847,             0.83518,             0.86938,             0.44785,             0.03356,            0.010519,          0.00022624,             0.00102,             0.00102,             0.00102
                 293,            0.032289,            0.018955,          0.00037898,             0.88241,             0.82456,             0.86475,             0.44397,            0.033757,            0.010477,           0.0002392,           0.0010158,           0.0010158,           0.0010158
                 294,            0.031877,            0.021156,          0.00069461,              0.8768,             0.82211,             0.86773,             0.44452,             0.03289,            0.010541,          0.00023025,           0.0010121,           0.0010121,           0.0010121
                 295,            0.031258,            0.020142,          0.00060125,             0.89647,             0.81243,                0.87,             0.45072,            0.032635,            0.010401,          0.00027779,           0.0010089,           0.0010089,           0.0010089
                 296,            0.030881,            0.020507,          0.00040865,             0.89036,             0.82528,             0.87121,             0.44855,            0.033032,            0.010568,            0.000449,           0.0010062,           0.0010062,           0.0010062
                 297,            0.030823,            0.021071,          0.00044494,             0.88901,             0.80558,             0.86841,              0.4489,            0.032903,            0.010634,          0.00059593,           0.0010039,           0.0010039,           0.0010039
                 298,            0.031095,            0.019197,          0.00046634,             0.87256,              0.8358,             0.86885,             0.44436,            0.032944,            0.010659,           0.0006752,           0.0010022,           0.0010022,           0.0010022
                 299,            0.033219,            0.019821,          0.00045828,             0.88175,             0.82129,             0.86145,             0.44003,            0.033033,            0.010841,           0.0003685,            0.001001,            0.001001,            0.001001
